,category,titular,traduccion
367,business,"taxpayers may have to bail out the us agency that protects workers' pension funds, leading economists have warned","['los contribuyentes pueden tener que rescatar a la agencia nosotros que protege los fondos de pensiones de los trabajadores, economistas destacados han advertido']"
368,business,"brewing giant inbev has agreed to buy alfa-eco stake in sun interbrew, russia second-largest brewer, for up to 259.7m euros","['el gigante cervecero Inbev ha acordado comprar la estaca alfa-eco en el sun interbrew, rusia segundo cervecero más grande, por hasta 259,7 millones de euros']"
369,business,"us industrial production increased in december, according to the latest survey from the institute for supply management","['la producción industrial aumentó en diciembre, de acuerdo con la última encuesta del instituto para la gestión de suministros']"
370,business,"singapore economy grew by 8.1% in 2004, its best performance since 2000, figures from the trade ministry show","['La economía singapore creció un 8,1% en 2004, su mejor desempeño desde 2000, cifras de la muestra del Ministerio de Comercio']"
371,business,"madagascar has completed the replacement of its malagasy franc with a new currency, the ariary","['madagascar ha completado la sustitución de su malgache franco por una nueva moneda, el ariary']"
372,business,"shares of skis rossignol, the world largest ski-maker, have jumped as much as 15% on speculation that it will be bought by us surfwear firm quiksilver","['acciones de esquís rossignol, el esquiador más grande del mundo, han saltado tanto como 15% sobre la especulación de que será comprado por nosotros surfwear firma quiksilver']"
373,business,the us dollar hovered close to record lows against the euro on friday as concern grows about the size of the us budget deficit,['el dólar nosotros rondaba cerca de los mínimos récords contra el euro el viernes a medida que la preocupación crece sobre el tamaño del déficit presupuestario nosotros']
374,business,south korea largest credit card firm has averted liquidation following a one trillion won bail-out,['La mayor firma de tarjetas de crédito de Corea del Sur ha evitado la liquidación tras un rescate de un billón de won']
375,business,the us dollar has hit a new record low against the euro and analysts predict that more declines are likely in 2005,['EE.UU. dólar ha alcanzado un nuevo récord bajo contra el euro y los analistas predicen que más caídas son probables en 2005']
376,business,"volkswagen is considering building a car factory in india, but said it had yet to make a final decision","['volkswagen está considerando la construcción de una fábrica de automóviles en India, pero dijo que todavía no había tomado una decisión final']"
377,business,ukraine has agreed to pay 30% more for natural gas supplied by turkmenistan,['ukraine ha acordado pagar un 30% más por el gas natural suministrado por turkmenistán']
378,business,"anil ambani, the younger of the two brothers in charge of india largest private company, has resigned from running its petrochemicals subsidiary","['anil ambani, el menor de los dos hermanos a cargo de la mayor empresa privada india, ha renunciado a dirigir su filial petroquímica']"
379,business,"india will allow domestic commercial airlines to fly long haul international routes, a move it hopes will stoke competition and drive down prices","['India permitirá a las aerolíneas comerciales nacionales volar rutas internacionales de largo recorrido, un movimiento que espera avivará la competencia y reducir los precios']"
380,business,"oil prices recovered in asian trade on tuesday, after falling in new york on milder winter weather across the us","['los precios del petróleo se recuperaron en el comercio asiático el martes, después de caer en Nueva York en el clima invernal más suave a través de nosotros']"
381,business,"employers will no longer be able to force workers to retire before 65, unless they can justify it","['Los empleadores ya no podrán obligar a los trabajadores a jubilarse antes de los 65 años, a menos que puedan justificarlo.']"
382,business,"the us looks set for a continued boost to interest rates in 2005, according to the federal reserve","['el nosotros busca fijado para un continuo impulso a las tasas de interés en 2005, según la reserva federal']"
383,business,next has said its annual profit will be £5m lower than previously expected because its end-of-year clearance sale has proved disappointing,['siguiente ha dicho que su beneficio anual será £5 millones menos de lo esperado anteriormente porque su venta de liquidación de fin de año ha sido decepcionante']
384,business,tate & lyle chief executive has been named european businessman of the year by a leading business magazine,['tate & lyle jefe ejecutivo ha sido nombrado hombre de negocios europeo del año por una revista de negocios líder']
385,business,shares in krispy kreme doughnuts have taken a dunking on wall street after the firm revealed it would have to restate its 2004 financial reports,['acciones en krispy kreme donuts han tomado un sunk en Wall Street después de que la firma reveló que tendría que volver a sus informes financieros de 2004']
386,business,german unemployment rose for the 11th consecutive month in december - making the year average jobless total the highest since reunification,"['El desempleo alemán aumentó durante el 11o mes consecutivo en diciembre, lo que hace que el año promedio de desempleados sea el más alto desde la reunificación']"
387,business,"venezuelan authorities have identified more than 500 farms, including 56 large estates, as idle as it continues with its controversial land reform policy","['Las autoridades venezolanas han identificado más de 500 fincas, entre ellas 56 grandes fincas, tan ociosas como continúan con su controvertida política de reforma agraria.']"
388,business,the egyptian government is reportedly planning to privatise one of the country big public banks,['el gobierno egipcio supuestamente planea privatizar uno de los grandes bancos públicos del país']
389,business,"the world largest retailer, wal-mart, has agreed to pay a total of $14.5m to settle a lawsuit over gun sales violations in california","['el minorista más grande del mundo, wal-mart, ha acordado pagar un total de 14,5 millones de dólares para resolver una demanda por violaciones de venta de armas en California']"
390,business,russian oil and gas company yukos is due in a us court on thursday as it continues to fight for its survival,['la compañía rusa de petróleo y gas yukos se espera en una corte de nosotros el jueves mientras sigue luchando por su supervivencia']
391,business,bosses of deutsche boerse and the london stock exchange are to meet amid talk that a takeover bid for the lse will be raised to £1.5bn,['jefes de deutsche boerse y la bolsa de Londres van a reunirse en medio de la charla de que una oferta de adquisición para el lse se elevará a £ 1 500 millones']
392,business,laura ashley is parting company with its chief executive ainum mohd-saaid,['Laura Ashley es la compañía de despedida con su jefe ejecutivo ainum mohd-said']
393,business,"a union representing 5,200 flight attendants at bankrupt us airways have agreed to a new contract that cuts pay by nearly 10%",['un sindicato que representa a 5.200 azafatas en las vías aéreas quebradas ha acordado un nuevo contrato que reduce el pago en casi un 10%']
394,business,delta air lines is cutting domestic fares by as much as 50% as part of a plan to ensure its financial survival,['Líneas aéreas delta están reduciendo las tarifas nacionales en hasta un 50% como parte de un plan para garantizar su supervivencia financiera']
395,business,"industrial and commercial bank , china biggest lender, has seen an 18% jump in profits during 2004","['banco industrial y comercial, mayor prestamista de China, ha visto un aumento del 18% en los beneficios durante 2004']"
396,business,nearly 20% more uk top 250 firms produced non-financial reports on social and environment issues than last year,['Casi un 20% más de 250 empresas superiores produjeron informes no financieros sobre cuestiones sociales y ambientales que el año pasado.']
397,business,"sri lanka faces a $1.3bn bill in 2005 for reconstruction after the tsunami which killed more than 30,000 of its people, its central bank says","['sri lanka se enfrenta a un proyecto de ley de $1.3 mil millones en 2005 para la reconstrucción después del tsunami que mató a más de 30.000 de sus habitantes, dice su banco central']"
398,business,"india biggest oil exploration firm, oil & natural gas corp , says it is in talks to buy the former assets of troubled russian crude producer yukos","['India mayor empresa de exploración de petróleo, de petróleo y gas natural corp, dice que está en conversaciones para comprar los antiguos activos de la problemática productor de crudo ruso yukos']"
399,business,the us agrochemical giant monsanto has agreed to pay a $1.5m fine for bribing an indonesian official,['el nosotros agroquímico gigante Monsanto accedió a pagar una multa de $ 1.5m para sobornar a un funcionario indonesio']
400,business,an executive at us insurance firm marsh & mclennan has pleaded guilty to criminal charges in connection with an ongoing fraud and bid-rigging probe,['Un ejecutivo de la compañía de seguros Marsh & Mclennan se ha declarado culpable de cargos penales en relación con una investigación de fraude y fraude en curso']
401,business,us interest rates are expected to rise for the fifth time since june following the us federal reserve latest rate-setting meeting later on tuesday,['se espera que las tasas de interés suban por quinta vez desde junio después de la última reunión de fijación de tasas de reserva federal más tarde en martes']
402,business,"ten former directors at worldcom have agreed to pay $54m , including $18m from their own pockets, to settle a class action lawsuit, reports say","['diez ex directores de worldcom han acordado pagar $54 millones, incluyendo $18 millones de sus propios bolsillos, para resolver una demanda colectiva, informes dicen']"
403,business,shares in continental airlines have tumbled after the firm warned it could run out of cash,['las acciones de las compañías aéreas continentales han caído después de que la firma advirtió que podría quedarse sin efectivo']
404,business,"uk house prices increased by 1.1% in december, the first monthly rise since september, the halifax has said","['uk precios de la vivienda aumentaron un 1,1% en diciembre, el primer aumento mensual desde septiembre, el halifax ha dicho']"
405,business,us retailers posted mixed results for december - with luxury retailers faring well while many others were forced to slash prices to lift sales,['nosotros los minoristas publicaron resultados mixtos para diciembre - con los minoristas de lujo que están bien mientras que muchos otros se vieron obligados a reducir los precios para elevar las ventas']
406,business,air deccan has signed a deal to acquire 36 planes from avions de transport regional,['air deccan ha firmado un acuerdo para adquirir 36 aviones de avions de acarreo regional']
407,business,"car manufacturers with plants in south africa, including bmw, general motors, toyota and volkswagen, have seen a surge in demand during 2004","['fabricantes de automóviles con plantas en África del Sur, incluyendo bmw, motores generales, toyota y volkswagen, han visto un aumento de la demanda durante 2004']"
408,business,uk-based bank standard chartered said it would spend $3.3bn to buy one of south korea main retail banks,['Banco basado en uk chartered estándar dijo que se gastaría $3.3 mil millones para comprar uno de los principales bancos minoristas de Corea del Sur']
409,business,"us-german carmaker daimlerchrysler has sold 2.1% more cars in 2004 than in the previous year, as solid chrysler sales offset a weak showing for mercedes","['us-german fabricante de coches daimlerchrysler ha vendido 2,1% más coches en 2004 que en el año anterior, ya que las ventas de chrysler sólido compensar una débil demostración de mercedes']"
410,business,"the stock market in jakarta has seen its biggest slide in a month, after the country doubled the likely cost of rebuilding from the asian tsunami","['el mercado de valores en jakarta ha visto su mayor deslizamiento en un mes, después de que el país duplicó el costo probable de la reconstrucción del tsunami asiático']"
411,business,"iran president, mohammad khatami, has unveiled a budget designed to expand public spending by 30% but loosen the islamic republic dependence on oil","['El presidente de Irán, Mohammad Khatami, ha presentado un presupuesto diseñado para ampliar el gasto público en un 30%, pero afloja la dependencia de la república islámica del petróleo']"
412,business,the european commission has called a truce in its battle with france and germany over breaching deficit limits,['la comisión europea ha convocado una tregua en su batalla con Francia y Alemania sobre la violación de los límites de déficit']
413,business,eighteen former enron directors have agreed a $168m settlement deal in a shareholder lawsuit over the collapse of the energy firm,['dieciocho ex directores de enron han acordado un acuerdo de acuerdo de $168 millones en una demanda de accionistas por el colapso de la empresa de energía']
414,business,"uk house prices dipped slightly in november, the office of the deputy prime minister has said","['uk precios de la vivienda bajaron ligeramente en noviembre, la oficina del viceprimer ministro ha dicho']"
415,business,"the us created fewer jobs than expected in december, but analysts said that the dip in hiring was not enough to derail the world biggest economy","['nos crearon menos puestos de trabajo de lo esperado en diciembre, pero los analistas dijeron que la caída en la contratación no fue suficiente para descarrilar la economía más grande del mundo']"
416,business,shares in uk banking group barclays have risen on monday following a weekend press report that it had held merger talks with us bank wells fargo,['acciones en uk grupo bancario barclays han aumentado el lunes después de un informe de prensa de fin de semana que había mantenido conversaciones de fusión con nosotros bank wells fargo']
417,business,a us firm has said it is in final negotiations with luxury goods group lvmh to buy the loss-making christian lacroix haute-couture house,['una empresa nosotros dijo que es en negociaciones finales con el grupo de mercancías de lujo lvmh comprar la casa de alta costura cristian lacroix haute-couture']
418,business,shell is to pay $1m to the ex-finance chief who stepped down from her post in april 2004 after the firm over-stated its reserves,['Shell pagará $1 millón al ex jefe de finanzas que renunció a su puesto en abril de 2004 después de que la firma sobreestimara sus reservas']
419,business,india has signed a $40bn deal to import millions of tonnes of liquefied natural gas from iran,['India ha firmado un acuerdo de $40 mil millones para importar millones de toneladas de gas natural licuado de Irán']
420,business,"the london stock exchange is planning to announce a preferred takeover by the end of the month, newspaper reports claim","['la bolsa de Londres está planeando anunciar una toma de posesión preferida a finales de mes, informes de prensa reclaman']"
421,business,"news corporation is seeking to buy out minority investors in fox entertainment group, its broadcasting subsidiary, for about $5.4bn","['corporación de noticias está tratando de comprar a los inversores minoritarios en Fox grupo de entretenimiento, su filial de radiodifusión, por unos $ 5.4 mil millones']"
422,business,israel has asked a us banker and former international monetary fund director to run its central bank,['Israel ha pedido a un banquero y ex director de fondos monetarios internacionales que dirija su banco central']
423,business,"the eu and us have agreed to begin talks on ending subsidies given to aircraft makers, eu trade commissioner peter mandelson has announced","['la eu y nosotros hemos acordado iniciar conversaciones sobre el fin de las subvenciones concedidas a los fabricantes de aviones, anunció el comisario de comercio de eu Peter Mandelson']"
424,business,telecoms equipment maker nortel networks has sharply revised downwards its profits for the 2003 fiscal year,['Las redes nortel de fabricantes de equipos de telecomunicaciones han revisado drásticamente sus beneficios para el ejercicio fiscal de 2003']
425,business,"russia renationalisation of its energy industry needs to be reversed, a senior government figure has warned","['La renacionalización de Rusia de su industria energética necesita ser revertida, una figura de alto nivel del gobierno ha advertido']"
426,business,exports from china leapt during 2004 over the previous year as the country continued to show breakneck growth,"['Las exportaciones de China aumentaron en 2004 con respecto al año anterior, ya que el país siguió registrando un crecimiento vertiginoso']"
427,business,"the karachi stock exchange has recorded its largest single day gain, surging 3.5% to a new high","['la bolsa de valores karachi registró su mayor ganancia de un solo día, aumentando 3,5% a un nuevo alto']"
428,business,"the us trade deficit widened by more than expected in october, hitting record levels after higher oil prices raised import costs, figures have shown","['el déficit comercial de los EE.UU. aumentó en más de lo esperado en octubre, alcanzando niveles récord después de los precios más altos del petróleo aumentaron los costes de importación, las cifras han mostrado']"
429,business,"sales of hybrid cars in the us are set to double in 2005, research suggests","['las ventas de los coches híbridos en los EE.UU. se van a duplicar en 2005, la investigación sugiere']"
430,business,trouble-hit mitsubishi motors is in talks with french carmaker psa peugeot citroen about a possible alliance,['Mitsubishi motors está en conversaciones con el fabricante de automóviles francés psa peugeot citroen sobre una posible alianza']
431,business,british airways is to halt its flights from london heathrow to jeddah and riyadh in saudi arabia from 27 march,['Las vías aéreas británicas detendrán sus vuelos de Londres Heathrow a Jeddah y Riyadh en Arabia Saudita desde el 27 de marzo.']
432,business,"shares in cairn energy rose 3.8% to 1,088 pence on tuesday after the uk firm announced a fresh gas discovery in northern india","['Las acciones en energía de cairn aumentaron 3,8% a 1.088 peniques el martes después de que la firma uk anunciara un descubrimiento de gas fresco en el norte de India']"
433,business,"nearly two million people across asia could be thrown into poverty because of the indian ocean tsunami, the asian development bank has said","['cerca de dos millones de personas en Asia podrían caer en la pobreza debido al tsunami marino indio, dijo el banco de desarrollo asiático']"
434,business,"australian brewer fosters has bought a large stake in australian winemaker southcorp, sparking rumours of a possible takeover","['Australian Brewer Fosters ha comprado una gran participación en Australian Winemaker Southcorp, generando rumores de una posible adquisición']"
435,business,the european central bank has left its key interest rate unchanged at 2% for the 19th month in succession,['el banco central europeo ha dejado su tipo de interés clave sin cambios en el 2% para el 19o mes en sucesión']
436,business,"the world biggest tobacco consumer, china, has said it will not allow any new tobacco factories to be built","['el mayor consumidor mundial de tabaco, China, ha dicho que no permitirá la construcción de nuevas fábricas de tabaco']"
437,business,"the bank of england has left interest rates on hold again at 4.75%, in a widely-predicted move","['el banco de Inglaterra volvió a dejar en suspenso los tipos de interés en el 4,75%, en un movimiento ampliamente predicho']"
438,business,"germany economy, the biggest among the 12 countries sharing the euro, grew at its fastest rate in four years during 2004, driven by strong exports","['La economía alemana, la más grande de los 12 países que comparten el euro, creció a su ritmo más rápido en cuatro años durante 2004, impulsada por fuertes exportaciones']"
439,business,"the gap between us exports and imports has widened to more than $60bn , an all-time record","['la brecha entre nosotros exportaciones e importaciones se ha ampliado a más de $60 mil millones, un récord histórico']"
440,business,"the uk trade gap narrowed in november, helped by a 7.5% rise in exports outside the european union","['la brecha comercial del Reino Unido se redujo en noviembre, ayudado por un aumento del 7,5% en las exportaciones fuera de la Unión Europea']"
441,business,"six foreign-owned textile factories have closed in lesotho, leaving 6,650 garment workers jobless, union officers told the ap news agency","['seis fábricas textiles de propiedad extranjera han cerrado en Lesotho, dejando a 6.650 trabajadores de la confección sin trabajo, dijeron oficiales sindicales a la agencia de noticias ap']"
442,business,kraft plans to cut back on advertising of products like oreo cookies and sugary kool-aid drinks as part of an effort to promote healthy eating,['kraft planea reducir la publicidad de productos como galletas de oreo y bebidas azucaradas de kool-aid como parte de un esfuerzo para promover una alimentación saludable']
443,business,jailed tycoon mikhail khodorkovsky has transferred his controlling stake in oil giant yukos to a business partner,['magnate encarcelado mikhail khodorkovsky ha transferido su participación de control en el gigante petrolero Yukos a un socio comercial']
444,business,"three senior executives of ireland state-owned airline, aer lingus, are set to leave early on 28 january after accusations of a conflict of interest","['tres altos ejecutivos de la compañía aérea estatal irlandesa, aer lingus, saldrán temprano el 28 de enero después de acusaciones de conflicto de intereses']"
445,business,"the us has asked the world trade organisation to investigate european union customs tariffs, which it says are inconsistent and hamper trade","['nos ha pedido a la organización comercial mundial que investigue los aranceles aduaneros de la unión europea, que dice son inconsistentes y dificultan el comercio']"
446,business,"news corp, the media company controlled by australian billionaire rupert murdoch, is eyeing a move into the video games market","['news corp, la compañía de medios controlada por Australian multimillonario rupert murdoch, está mirando un movimiento en el mercado de los videojuegos']"
447,business,us prosecutors have charged nine food suppliers with helping dutch retailer ahold inflate earnings by more than $800m,['los fiscales han acusado a nueve proveedores de alimentos de ayudar al minorista holandés a retener las ganancias infladas por más de $800m']
448,business,two big us names have launched advertising campaigns to set the record straight about their products and corporate behaviour,['dos grandes nombres hemos lanzado campañas publicitarias para dejar las cosas claras sobre sus productos y comportamiento corporativo']
449,business,"us retail sales ended the year on a high note with solid gains in december, boosted by strong car sales","['nuestras ventas al por menor terminaron el año en una nota alta con ganancias sólidas en diciembre, impulsado por fuertes ventas de coches']"
450,business,australian winemaker southcorp has rejected a takeover offer worth 3.1bn australian dollars from brewing giant foster group,['Australian Winemaker Southcorp ha rechazado una oferta de adquisición por valor de 3.100 millones de dólares australianos de un grupo de acogida gigante cervecero']
451,business,"charlie bell, the straight-talking former head of fast-food giant mcdonald, has died of cancer aged 44","['Charlie Bell, la ex cabeza de la gigante de comida rápida Mcdonald, ha muerto de cáncer a los 44 años.']"
452,business,"us industrial production continued to rise in november, albeit at a slower pace than the previous month","['la producción industrial siguió aumentando en noviembre, aunque a un ritmo más lento que el mes anterior']"
453,business,shares in deutsche boerse have risen more than 3% after a shareholder fund voiced opposition to the firm planned takeover of the london stock exchange,['acciones en deutsche boerse han aumentado más del 3% después de que un fondo de accionistas se opuso a la empresa de adquisición de la bolsa de Londres']
454,business,"australian airline qantas could transfer as many as 7,000 jobs out of its home country as it seeks to save costs, according to newspaper reports","['australian airline qantas podría transferir hasta 7.000 puestos de trabajo fuera de su país de origen, ya que busca ahorrar costos, según informes periodísticos']"
455,business,the nuclear unit of russian energy giant gazprom is reportedly facing a 1bn rouble back-tax claim for the 2001-2003 period,['la unidad nuclear del gigante energético ruso gazprom se enfrenta a una reclamación de impuestos atrasados de 1 mil millones de rublos para el período 2001-2003']
456,business,german chancellor gerhard schroeder has called for radical reform of the eu stability pact to grant countries more flexibility over their budget deficits,['El canciller alemán Gerhard Schroeder ha pedido una reforma radical del pacto de estabilidad de la UE para conceder a los países más flexibilidad sobre sus déficits presupuestarios']
457,business,the founder and former boss of parmalat has apologised to investors who lost money as a result of the italian dairy firm collapse,['el fundador y ex jefe de parmalat se disculpó a los inversores que perdieron dinero como resultado del colapso de la empresa lechera italiana']
458,business,"ten years of golden economic performance may come to an end in 2005 with growth slowing markedly, city consultancy deloitte has warned","['diez años de resultados económicos dorados pueden llegar a su fin en 2005 con el crecimiento se ralentiza notablemente, la consultora de la ciudad deloitte ha advertido']"
459,business,"oracle has announced it is cutting about 5,000 jobs following the completion of its $10.3bn takeover of its smaller rival peoplesoft last week",['oráculo ha anunciado que está cortando cerca de 5.000 puestos de trabajo después de la finalización de su toma de $10.3 mil millones de su rival más pequeño gentesoft la semana pasada']
460,business,choking traffic jams in beijing are prompting officials to look at reorganising car parking charges,['Atragantamientos de tráfico en Beijing están incitando a los funcionarios a revisar la reorganización de los cargos de estacionamiento de coches']
461,business,general motors has warned that it expects earnings this year be lower than in 2004,['motores generales advirtió que espera que las ganancias de este año sean inferiores a las de 2004']
462,business,"most areas of the us saw their economy continue to expand in december and early january, the us federal reserve said in its latest beige book report","['la mayoría de las áreas de nosotros vieron su economía continuar expandiéndose en diciembre y principios de enero, la reserva federal de nosotros dijo en su último informe de libro beige']"
463,business,"shares in online auction house ebay fell 9.8% in after-hours trade on wednesday, after its quarterly profits failed to meet market expectations","['acciones en la casa de subastas en línea ebay cayó 9,8% en el comercio después de horas el miércoles, después de que sus beneficios trimestrales no cumplió con las expectativas del mercado']"
464,business,"the trial of bernie ebbers, former chief executive of bankrupt us phone company worldcom, has started in new york with the selection of the jury","['el juicio de Bernie Ebbers, ex jefe ejecutivo de la empresa de telefonía quebrada worldcom, comenzó en Nueva York con la selección del jurado']"
465,business,two of the largest airlines in the us - american and southwest - have blamed record fuel prices for their disappointing quarterly results,['dos de las aerolíneas más grandes de los EE.UU. - América y el suroeste - han culpado a los precios récord de combustible por sus decepcionantes resultados trimestrales']
466,business,"general motors saw its net profits fall 37% in the last quarter of 2004, as it continued to be hit by losses at its european operations","['En el último trimestre de 2004, los motores en general registraron una caída neta del 37%, ya que siguieron sufriendo pérdidas en sus operaciones europeas.']"
467,business,the european commission has officially launched an in-depth investigation into whether italian airline alitalia is receiving illegal state aid,['la Comisión Europea ha iniciado oficialmente una investigación en profundidad sobre si la compañía aérea italiana Alitalia está recibiendo ayudas estatales ilegales']
468,business,"turkey has agreed a draft proposal with the international monetary fund to borrow $10bn , extending its ongoing financial support until 2007","['pavo ha acordado un proyecto de propuesta con el fondo monetario internacional para pedir prestado $10 mil millones, ampliando su apoyo financiero hasta el 2007']"
469,business,london famous savoy hotel has been sold to a group combining saudi billionaire investor prince alwaleed bin talal and a unit of hbos bank,['London famoso hotel savoy se ha vendido a un grupo que combina el príncipe inversionista billonario saudí alwaleed bin talal y una unidad de banco hbos']
470,business,sri lanka president has launched a reconstruction drive worth $3.5bn by appealing for peace and national unity,['sri lanka presidente ha lanzado una campaña de reconstrucción por valor de $3.5 mil millones de dólares al hacer un llamamiento a la paz y la unidad nacional']
471,business,"china has ordered a halt to construction work on 26 big power stations, including two at the three gorges dam, on environmental grounds","['China ha ordenado un alto a las obras de construcción en 26 grandes centrales eléctricas, incluyendo dos en la presa de las tres gargantas, por motivos ambientales']"
472,business,nigerian banks united bank of africa and standard trust bank have agreed plans to merge and create the biggest bank in west africa,['bancos nigerianos banco unido de África y banco fiduciario estándar han acordado planes para fusionarse y crear el banco más grande en África occidental']
473,business,shares in australian budget airline virgin blue plunged 20% after it warned of a steep fall in full year profits,['acciones en la aerolínea de presupuesto australiano virgen azul se hundió 20% después de que advirtió de una fuerte caída en los beneficios de todo el año']
474,business,"french stock market regulator amf has filed complaints against media giant vivendi universal, its boss and another top executive","['regulador bursátil francés amf ha presentado quejas contra los medios de comunicación gigante vivendi universal, su jefe y otro alto ejecutivo']"
475,business,shares in saudi arabia national company for cooperative insurance soared on their first day of trading in riyadh,['acciones de la compañía nacional saudi arabia para seguros cooperativos se elevaron en su primer día de negociación en Riyadh']
476,business,thousands of slaves were accepted as collateral for loans by two banks that later became part of jp morgan chase,['miles de esclavos fueron aceptados como garantía para préstamos por dos bancos que más tarde pasaron a formar parte de jp morgan chase']
477,business,"in a sign of a thaw in relations between egypt and israel, the two countries have signed a trade protocol with the us, allowing egyptian goods made in partnership with israeli firms free access to american markets","['en un signo de deshielo en las relaciones entre Egipto e Israel, los dos países han firmado un protocolo comercial con nosotros, permitiendo a los bienes egipcios hechos en asociación con empresas israelíes el libre acceso a los mercados americanos']"
478,business,"ford, the us car company, reported higher fourth quarter and full-year profits on thursday boosted by a buoyant period for its car loans unit","['ford, la empresa de automóviles de nosotros, reportó mayores beneficios de cuarto trimestre y año completo en jueves impulsado por un período boyante para su unidad de préstamos de coches']"
479,business,"wipro, india third-biggest software firm, has reported a 60% rise in profit, topping market expectations","['wipro, la tercera empresa de software más grande de India, ha reportado un aumento del 60% en los beneficios, superando las expectativas del mercado']"
480,business,"uk retail sales fell in december, failing to meet expectations and making it by some counts the worst christmas since 1981","['uk ventas al por menor cayeron en diciembre, incumpliendo las expectativas y haciendo que por algunos cuenta la peor Navidad desde 1981']"
481,business,"companies fail to draw up plans to cope with hiv/aids until it affects 20% of people in a country, new research says","['Las empresas no elaboran planes para hacer frente al VIH/ayuda hasta que afecta al 20% de las personas en un país, según una nueva investigación']"
482,business,"eurodisney, the european home of mickey mouse and friends, has said it will sell 253m euros of new shares as it looks to avoid insolvency","['eurodisney, la casa europea de mickey mouse y amigos, ha dicho que venderá 253 millones de euros de nuevas acciones, ya que parece evitar la insolvencia']"
483,business,"british children enjoy the highest average annual income in europe - more than double that of spanish or italian youngsters, a report suggests","['Un informe sugiere que los niños británicos disfrutan de los ingresos anuales más altos en Europa, más del doble que los jóvenes españoles o italianos.']"
484,business,swiss cement firm holcim has bid $800m to buy two indian cement firms and a holding company in the country,"['holcim, firma de cemento suiza, ha ofrecido $800m para comprar dos empresas de cemento indias y una compañía de holding en el país']"
485,business,"the ongoing public spat between the two heirs of india biggest conglomerate, reliance group, has spilled over to the board meeting of a leading company within the group","['el continuo escupir público entre los dos herederos del conglomerado más grande de la India, grupo de dependencia, se extendió a la junta directiva de una compañía líder dentro del grupo']"
486,business,"more than 2,000 business and political leaders from around the globe are arriving in the swiss mountain resort davos for the annual world economic forum",['más de 2.000 líderes empresariales y políticos de todo el mundo están llegando al resort suizo de montaña davos para el foro económico mundial anual']
487,business,"the us budget deficit is set to hit a worse-than-expected $368bn this year, officials said on tuesday","['el déficit presupuestario de nosotros va a golpear un peor-de-esperado $ 368 mil millones de este año, dijeron los funcionarios en martes']"
488,business,traders at us banking giant citigroup are facing a criminal investigation in germany over a controversial bond deal,['traders en nosotros banco gigante citigroup se enfrentan a una investigación criminal en Alemania por un controversial acuerdo de bonos']
489,business,"brazil unemployment rate fell to its lowest level in three years in december, according to the government","['brasil la tasa de desempleo cayó a su nivel más bajo en tres años en diciembre, según el gobierno']"
490,business,"indonesia no longer needs the debt freeze offered by the paris club group of creditors, economics minister aburizal bakrie has reportedly said","['indonesia ya no necesita el congelamiento de deuda ofrecido por el grupo paris club de acreedores, el ministro de economía aburizal bakrie ha dicho']"
491,business,"bank of america has been banned from suing parmalat, the food group which went bust in 2003 after an accounting scandal","['banco de América ha sido prohibido de demandar parmalat, el grupo de alimentos que se quebró en 2003 después de un escándalo contable']"
492,business,"china economy has expanded by a breakneck 9.5% during 2004, faster than predicted and well above 2003 9.1%","['la economía china se ha expandido en un 9,5% durante 2004, más rápido de lo previsto y muy por encima de 2003 9,1%']"
493,business,the us stock market watchdog chairman has said he is willing to soften tough new us corporate governance rules to ease the burden on foreign firms,['el presidente fiscalizador de la bolsa de valores nos ha dicho que está dispuesto a suavizar las nuevas reglas de gobierno corporativo para aliviar la carga sobre las empresas extranjeras']
494,business,citizens in a majority of nations surveyed in a bbc world service poll believe the world economy is worsening,['ciudadanos en la mayoría de las naciones encuestadas en una encuesta de servicio mundial de la BBC creen que la economía mundial está empeorando']
495,business,european leaders say asian states must let their currencies rise against the us dollar to ease pressure on the euro,['Los líderes europeos dicen que los estados asiáticos deben dejar que sus monedas suban contra el dólar para aliviar la presión sobre el euro']
496,business,a former fbi agent and an internet stock picker have been found guilty of using confidential us government information to manipulate stock prices,['Un ex agente del FBI y un recolector de acciones de Internet han sido declarados culpables de usar información confidencial del gobierno para manipular los precios de las acciones']
497,business,two senior officials at one of china top commercial banks have reportedly disappeared after funds worth up to $120m went missing,['Dos altos funcionarios de uno de los principales bancos comerciales de China habrían desaparecido después de la desaparición de fondos por valor de hasta 120 millones de dólares']
498,business,scandal-hit jet fuel supplier china aviation oil has offered to repay its creditors $220m of the $550m it lost on trading in oil futures,['scandal-hit jet combustible proveedor de China aviación petróleo se ha ofrecido a pagar a sus acreedores $220 millones de los $550 millones que perdió en el comercio de futuros de petróleo']
499,business,channel tunnel operator eurotunnel has seen sales fall in the face of the upsurge in european low-cost airlines,"['Eurotunnel, operador de túneles de canal, ha visto caer las ventas ante el auge de las compañías aéreas europeas de bajo coste']"
500,business,"a conflict between the argentine state and water firm aguas argentinas, controlled by france suez, is casting doubt on the firm future","['un conflicto entre el estado argentino y la empresa agua argentina, controlada por Francia suez, está poniendo en duda el futuro firme']"
501,business,"algeria suffered a weekend of violent protests against government plans to raise gas prices, local press reports","['Algeria sufrió un fin de semana de protestas violentas contra los planes del gobierno para aumentar los precios del gas, informa la prensa local']"
